Unnamed: 0,GOODS_NM,goods_kor,Column1
박상병 핫팩/주머니난로 세트(12시간이상지속/2015년형),2,박상병 핫팩주머니난로 세트,세트
덴탈마스터 L형 2번,2,덴탈마스터 형 번, 번
블루메이 콜라겐 리뉴더스킨 하이드라 마스크팩(낱개포장),2,블루메이 콜라겐 리뉴더스킨 하이드라 마스크팩,크팩
베시케어정(숙신산솔리페나신)(PTP),2,베시케어정,어정
토피메인정,2,토피메인정,인정
시바스정,2,시바스정,스정
독시정,2,독시정,시정
3M 세니타이저 와이퍼 (살균소독티슈) 중형,2, 세니타이저 와이퍼  중형,중형
웰팜스 발목보호대,2,웰팜스 발목보호대,호대
디뉴펜 정,2,디뉴펜 정, 정
모사잘정(병),2,모사잘정,잘정
메디론정(병),2,메디론정,론정
제이부틴정,2,제이부틴정,틴정
키즈케어 프리미엄어린이칫솔(스폰지밥),2,키즈케어 프리미엄어린이칫솔,칫솔
박테로신연고(무피로신),2,박테로신연고,연고
플라그렐정(병),2,플라그렐정,렐정
로살탄정,2,로살탄정,탄정
이트라정(이트라코나졸),2,이트라정,라정
상아 비타씨,2,상아 비타씨,타씨
리포에이에이취알정(치옥트산),2,리포에이에이취알정,알정
영일염산메트포르민정(MEFIMTABLET),2,영일염산메트포르민정,민정
바이오 베리아 허리벨트(C.S/801)검정,2,바이오 베리아 허리벨트검정,검정
텔미온정,2,텔미온정,온정
"Medi Heally 허브온팩(예민한그날,아랫배를 따뜻하게/6시간지속/향기나는발열팩특허제품)",2,  허브온팩,온팩
파라마셋ER세미서방정,2,파라마셋세미서방정,방정
아세린,2,아세린,세린
레비라정(레비티라세탐),2,레비라정,라정
세틴잘정,2,세틴잘정,잘정
글리메드정(글리메피리드),2,글리메드정,드정
사포겔정,2,사포겔정,겔정
염산(삼현),2,염산,염산
하늘선물 고려홍삼캔디,2,하늘선물 고려홍삼캔디,캔디
에포리스정,2,에포리스정,스정
트라칸세미정,2,트라칸세미정,미정
올로원스점안액,2,올로원스점안액,안액
삼성 슬림 데스크탑 컴퓨터 DB400SCA-Z388D,2,삼성 슬림 데스크탑 컴퓨터 ,터 
삼성탈니플루메이트정,2,삼성탈니플루메이트정,트정
몬테스코츄정,2,몬테스코츄정,츄정
홈세이프 발목보호대(중),2,홈세이프 발목보호대,호대
미카테르정,2,미카테르정,르정
유니프릴정,2,유니프릴정,릴정
듀오밴드-혼합(대용량),2,듀오밴드혼합,혼합
록페린정(병),2,록페린정,린정
네오마릴엠정(PTP),2,네오마릴엠정,엠정
경희 침향단,2,경희 침향단,향단
우리빅스정,2,우리빅스정,스정
네오밴드메디락밴드(L)방수밴드,2,네오밴드메디락밴드방수밴드,밴드
발라클로,2,발라클로,클로
밴드골드 슈퍼포아(혼합),2,밴드골드 슈퍼포아,포아
엑스레이(X-RAY) 가운 ,2,엑스레이 가운 ,운 
여명 1004 천사의행복,2,여명  천사의행복,행복
3M 후투로 허리 및 복부보호대,2, 후투로 허리 및 복부보호대,호대
아세트람세미정(병),2,아세트람세미정,미정
애니펜정,2,애니펜정,펜정
커버든엑스과립(위령탕),2,커버든엑스과립,과립
진경옥고,2,진경옥고,옥고
자니틴캡슐(니자티딘),2,자니틴캡슐,캡슐
클라씨린정,2,클라씨린정,린정
바이피토,2,바이피토,피토
레보트리정25mg,2,레보트리정,리정
메디힐 EGT 타임톡스 앰플 마스크팩(주름개선/집중탄력),2,메디힐  타임톡스 앰플 마스크팩,크팩
밴드포유 패브릭(손가락/손끝용),2,밴드포유 패브릭,브릭
임프란타연질캡슐(사이클로스포린),2,임프란타연질캡슐,캡슐
에이펜,2,에이펜,이펜
(신)오리지널 트리플 프리미엄 오메가,2,오리지널 트리플 프리미엄 오메가,메가
로페닌정(록소프로펜나트륨),2,로페닌정,닌정
노스모큐 금연초 골드(부드러운맛/박하향),2,노스모큐 금연초 골드,골드
레비신정(레보플록사신),2,레비신정,신정
파비드정(오플록사신),2,파비드정,드정
트리사 슈퍼소프트 (잇몸질환전용) 칫솔,2,트리사 슈퍼소프트  칫솔,칫솔
휴니즈레보설피리드정,2,휴니즈레보설피리드정,드정
스포츠전용마사지젤,2,스포츠전용마사지젤,지젤
글리아타민정(병포장),2,글리아타민정,민정
뉴멘타민서방캡슐(PTP),2,뉴멘타민서방캡슐,캡슐
알비큐정,2,알비큐정,큐정
몬테잘츄정(몬테루카스트나트륨)(PTP),2,몬테잘츄정,츄정
미라클 테이프(살색),2,미라클 테이프,이프
스카이정,2,스카이정,이정
나코졸정,2,나코졸정,졸정
비타메드레모나(트와이스),2,비타메드레모나,모나
붕대가위(LISTER BANDAGE SCISSOR),2,붕대가위,가위
태창 인슐린펜니들,2,태창 인슐린펜니들,니들
[깜짝선물]시린메드 칫솔(부드러운모),2,깜짝선물시린메드 칫솔,칫솔
더블하트 모유실감 PPSU 젖병(오렌지),2,더블하트 모유실감  젖병,젖병
잇몸케어플러스 치약,2,잇몸케어플러스 치약,치약
투콜캡슐,2,투콜캡슐,캡슐
코디오칸정(PTP),2,코디오칸정,칸정
덴스민캡슐,2,덴스민캡슐,캡슐
아세틸란캡슐,2,아세틸란캡슐,캡슐
가그린 후레쉬액(석류향),2,가그린 후레쉬액,쉬액
가벼운몸 센스미인 플러스,2,가벼운몸 센스미인 플러스,러스
코자엑스큐정5/50mg,2,코자엑스큐정,큐정
위드풀과립(포),2,위드풀과립,과립
로수탄메트정,2,로수탄메트정,트정
[DR-E010] 팔꿈치보호대 (Elbow Sleeve Strong Compression),2, 팔꿈치보호대 ,대 
세바클린샴푸,2,세바클린샴푸,샴푸
리버힐정(비페닐디메칠디카르복실레이트),2,리버힐정,힐정
카디나정,2,카디나정,나정
미라클 어포사사미,2,미라클 어포사사미,사미
징코엠플러스정,2,징코엠플러스정,스정
덱스 립크림 플러스,2,덱스 립크림 플러스,러스
미니스정(병),2,미니스정,스정
프라믹신연고,2,프라믹신연고,연고
(신)파인텍 웰킵스 황사방역마스크 (KF94/대형),2,파인텍 웰킵스 황사방역마스크 ,크 
라포레띠 아기물티슈 6.0 리필,2,라포레띠 아기물티슈  리필,리필
"2021 NEW 포스니세트2 [코팅포셉10(위),스네어1(10mm),니들1]",2,  포스니세트 코팅포셉스네어니들,니들
가주 수술용 장갑 (멸균글러브),2,가주 수술용 장갑 ,갑 
세트린정(병),2,세트린정,린정
쓰리엔에스 미니 브라,2,쓰리엔에스 미니 브라,브라
비타천플러스,2,비타천플러스,러스
퍼피맥 PUPPYMAC애견사료,2,퍼피맥 애견사료,사료
베포타스틴베실산염정,2,베포타스틴베실산염정,염정
플루마겐정,2,플루마겐정,겐정
니크린크림,2,니크린크림,크림
고려홍삼 천후농축액/100%,2,고려홍삼 천후농축액,축액
아파타이트 미백치약 3.0,2,아파타이트 미백치약 ,약 
아드정,2,아드정,드정
탈니프정(탈니플루메이트),2,탈니프정,프정
란셋니들(Lancetsneedle)-ENERLET,2,란셋니들,니들
"헬로키티 바세린크림(어린이,성인겸용)",2,헬로키티 바세린크림,크림
텔미즈플러스정,2,텔미즈플러스정,스정
세파클리어캡슐(병),2,세파클리어캡슐,캡슐
팜스케어 숨쉬는 고탄력 미라클밴드(덕용),2,팜스케어 숨쉬는 고탄력 미라클밴드,밴드
보령 블루베리,2,보령 블루베리,베리
인슈 파인 인슐린 펜니들(6mm),2,인슈 파인 인슐린 펜니들,니들
호올스(홀스-후레쉬라임),2,호올스,올스
비타블로썸 메가비타민C3000 (파인),2,비타블로썸 메가비타민 ,민 
[JM-103]메티스보호대(손목브레이스),2,메티스보호대,호대
세클린캡슐(세파클러),2,세클린캡슐,캡슐
트라제트겔(피록시캄),2,트라제트겔,트겔
유파시딘R정,2,유파시딘정,딘정
리퀴시아정,2,리퀴시아정,아정
천지압 자석 슬리퍼 ,2,천지압 자석 슬리퍼 ,퍼 
파라딘점안액,2,파라딘점안액,안액
가리유니점안액,2,가리유니점안액,안액
나프리정,2,나프리정,리정
아만타정(황산아만타딘),2,아만타정,타정
미카르텔미플러스정,2,미카르텔미플러스정,스정
"파마텍 칼맥디(구연산 칼슘플러스,마그네슘,아연,비타민D) ",2,파마텍 칼맥디 ,디 
레보세트린,2,레보세트린,트린
물리커버,2,물리커버,커버
안토라민캡슐(병),2,안토라민캡슐,캡슐
4가 인플루엔자 독감 백신(한정수량),2,가 인플루엔자 독감 백신,백신
로바로우정,2,로바로우정,우정
로바 듀엣 정,2,로바 듀엣 정, 정
심바트정(심바스타틴),2,심바트정,트정
연고곽 (분홍),2,연고곽 ,곽 
무릎보호대 (Knee Support),2,무릎보호대 ,대 
자라탄정,2,자라탄정,탄정
블루메이 캐비어 헬씨스킨 하이드라 마스크팩(낱개포장),2,블루메이 캐비어 헬씨스킨 하이드라 마스크팩,크팩
트라콤이알서방정,2,트라콤이알서방정,방정
니페딕스지속정(니페디핀),2,니페딕스지속정,속정
듀오셋정,2,듀오셋정,셋정
이소트릴지속정(이소소르비드-5-모노니트레이트),2,이소트릴지속정,속정
하이크라정(PTP),2,하이크라정,라정
셀리온정,2,셀리온정,온정
트록시캄캡슐,2,트록시캄캡슐,캡슐
실스타정(실로스타졸),2,실스타정,타정
휴솔론정(병),2,휴솔론정,론정
"(코팅)위 내시경 생검겸자용 포셉_(25ea이상_단가_6,000)",2,위 내시경 생검겸자용 포셉,포셉
태극세파클러캡슐,2,태극세파클러캡슐,캡슐
트라미펜정,2,트라미펜정,펜정
에버칼정,2,에버칼정,칼정
아토테롤정,2,아토테롤정,롤정
동광염산세티리진정,2,동광염산세티리진정,진정
2016년형 뽀롱뽀롱뽀로로 베이비립크린(뽀로로/포도향),2,년형 뽀롱뽀롱뽀로로 베이비립크린,크린
보도미 무릎보호대,2,보도미 무릎보호대,호대
데파코트서방정(PTP),2,데파코트서방정,방정
리바피타정 2mg,2,리바피타정 ,정 
넥스졸정,2,넥스졸정,졸정
코미정,2,코미정,미정
카베날정,2,카베날정,날정
디레드캡슐(병),2,디레드캡슐,캡슐
로카탄정(로자탄칼륨),2,로카탄정,탄정
캐릭터 투약병(오리/색상랜덤),2,캐릭터 투약병,약병
테라메드정(염산테라조신),2,테라메드정,드정
메이요밧드 (Mayo Tray),2,메이요밧드 ,드 
상아) 조은요통벨트,2,상아 조은요통벨트,벨트
히트템 손난로(그린),2,히트템 손난로,난로
세클엠캡슐,2,세클엠캡슐,캡슐
시에스베리아 손목장갑보호대,2,시에스베리아 손목장갑보호대,호대
제이웰 키네시올로지 K-TAPE(살색),2,제이웰 키네시올로지 ,지 
휴실로서방캡슐(병),2,휴실로서방캡슐,캡슐
안테비놀에프정,2,안테비놀에프정,프정
아이배냇 베베스틱 쌀과자와 렌틸콩,2,아이배냇 베베스틱 쌀과자와 렌틸콩,틸콩
페덱스정,2,페덱스정,스정
프리데이 황사마스크(KF80),2,프리데이 황사마스크,스크
라푸딜정,2,라푸딜정,딜정
중외10%포도당주사액,2,중외포도당주사액,사액
벤트락스겔,2,벤트락스겔,스겔
자누메트엑스알서방정50/500mg,2,자누메트엑스알서방정,방정
컴배트 맥스겔 튜브형,2,컴배트 맥스겔 튜브형,브형
탐루신디서방정,2,탐루신디서방정,방정
팜스케어 미라클밴드(덕용/고탄력밴드),2,팜스케어 미라클밴드,밴드
폴라콘정(아폴로쿠알론),2,폴라콘정,콘정
대웅우루사 연질캡슐 (리미티드에디션),2,대웅우루사 연질캡슐 ,슐 
운동용 무릎보호대(Knee Support For Sports),2,운동용 무릎보호대,호대
클라리틴시럽,2,클라리틴시럽,시럽
아스피드정,2,아스피드정,드정
몬테어츄정(Foil),2,몬테어츄정,츄정
프리미엄 펴난 샴푸타입 편한염색 자연갈색,2,프리미엄 펴난 샴푸타입 편한염색 자연갈색,갈색
베레스틴정,2,베레스틴정,틴정
가벤틴캡슐(가바펜틴),2,가벤틴캡슐,캡슐
셀니딘캡슐,2,셀니딘캡슐,캡슐
약삽,2,약삽,약삽
가바스탄캡슐,2,가바스탄캡슐,캡슐
대일밴드 아쿠아뉴(혼합형),2,대일밴드 아쿠아뉴,아뉴
휴니즈탈니플루메이트정,2,휴니즈탈니플루메이트정,트정
바로스타틴정,2,바로스타틴정,틴정
대웅바이오아스피린장용정,2,대웅바이오아스피린장용정,용정
프로세질정,2,프로세질정,질정
알티옥시드정,2,알티옥시드정,드정
메디큐어 아쿠아밴드(일반),2,메디큐어 아쿠아밴드,밴드
토피론정(병),2,토피론정,론정
에이텍스아쿠아밴드(표준형),2,에이텍스아쿠아밴드,밴드
메트그린에스알정(염산메트포르민),2,메트그린에스알정,알정
싱귤로드속붕정(PTP),2,싱귤로드속붕정,붕정
베로핀정,2,베로핀정,핀정
건치 제이치간칫솔,2,건치 제이치간칫솔,칫솔
유시락스정(염산히드록시진),2,유시락스정,스정
휴플라그정,2,휴플라그정,그정
가스티인씨알정,2,가스티인씨알정,알정
명기삼 고려천년수 홍삼스틱(쇼핑백),2,명기삼 고려천년수 홍삼스틱,스틱
이지듀EX 리페어컨트롤 리페어컨트롤EGF ,2,이지듀 리페어컨트롤 리페어컨트롤 ,롤 
니자락틴캡슐(니자티딘),2,니자락틴캡슐,캡슐
목시캄캡슐(멜록시캄),2,목시캄캡슐,캡슐
세프다나캡슐(세프디니르)(병),2,세프다나캡슐,캡슐
삼익세파드록실캡슐,2,삼익세파드록실캡슐,캡슐
수로신디정(PTP),2,수로신디정,디정
덴탈주사기(DentalSyringe),2,덴탈주사기,사기
신텍스팔미지황탕엑스과립,2,신텍스팔미지황탕엑스과립,과립
미놀에프트로키,2,미놀에프트로키,로키
마이크로 에디슨 무구 포셉(Micro Adson serrated),2,마이크로 에디슨 무구 포셉,포셉
이프리드정,2,이프리드정,드정
동구레보플록사신정,2,동구레보플록사신정,신정
레비아정(염산날트렉손),2,레비아정,아정
시아놀정 ,2,시아놀정 ,정 
코바스텔서방캡슐,2,코바스텔서방캡슐,캡슐
에스키모 김서림방지방한대(코뼈지지대/청색),2,에스키모 김서림방지방한대,한대
뉴골든 화이버 파우더(식이섬유보충용),2,뉴골든 화이버 파우더,우더
클로비드정,2,클로비드정,드정
